link
http://www.nytimes.com/2017/01/10/opinion/1967-the-era-of-big-battles-in-vietnam.html
http://www.nytimes.com/2017/01/16/opinion/2-years-31-dead-construction-workers-new-york-can-do-better.html
http://www.nytimes.com/2017/01/03/opinion/2016-in-charts-and-can-trump-deliver-in-2017.html
http://www.nytimes.com/2017/01/04/opinion/a-bipartisan-reason-to-save-obamacare.html
http://www.nytimes.com/2017/01/05/opinion/a-black-transgender-man-attacked-on-the-subway.html
http://www.nytimes.com/2017/01/23/opinion/a-bold-plan-to-prevent-homelessness.html
http://www.nytimes.com/2017/01/28/opinion/sunday/a-crime-in-the-cancer-lab.html
http://www.nytimes.com/2017/01/23/opinion/a-dj-who-brought-two-decades-to-life.html
http://www.nytimes.com/2017/01/19/opinion/a-diplomats-advice-for-the-trump-administration.html
http://www.nytimes.com/2017/01/11/opinion/a-fix-for-gender-bias-in-health-care-check.html
http://www.nytimes.com/2017/01/25/opinion/a-high-school-defaced-with-trump-and-swastikas.html
http://www.nytimes.com/2017/01/28/opinion/sunday/a-housing-crisis-for-seniors.html
http://www.nytimes.com/2017/01/26/opinion/a-lie-by-any-other-name.html
http://www.nytimes.com/2017/01/09/opinion/a-plea-for-fifth-avenue.html
http://www.nytimes.com/2017/01/05/opinion/a-promising-proposal-for-free-tuition.html
http://www.nytimes.com/2017/01/18/opinion/a-scar-on-the-chinese-soul.html
http://www.nytimes.com/2017/01/31/opinion/a-scientists-march-on-washington-is-a-bad-idea.html
http://www.nytimes.com/2017/01/28/opinion/sunday/a-sisterly-no-to-donald-trump.html
http://www.nytimes.com/2017/01/30/opinion/abandoned-by-america.html
http://www.nytimes.com/2017/01/24/opinion/after-the-womens-march.html
http://www.nytimes.com/2017/01/29/opinion/allies-in-combat-now-unwanted.html
http://www.nytimes.com/2017/01/02/opinion/america-becomes-a-stan.html
http://www.nytimes.com/2017/01/18/opinion/sunday/americas-great-working-class-colleges.html
http://www.nytimes.com/2017/01/05/opinion/an-exit-plan-for-congos-kabila.html
http://www.nytimes.com/2017/01/26/opinion/an-extremist-holding-the-purse-strings.html
http://www.nytimes.com/2017/01/18/opinion/an-odd-moment-for-davos.html
http://www.nytimes.com/2017/01/01/opinion/angela-merkel-russias-next-target.html
http://www.nytimes.com/2017/01/11/opinion/anti-semitic-note-promises-mayhem.html
http://www.nytimes.com/2017/01/19/opinion/are-you-not-alarmed.html
http://www.nytimes.com/2017/01/06/opinion/arms-and-the-trump.html
http://www.nytimes.com/2017/01/06/opinion/sunday/as-donald-trump-denies-climate-change-these-kids-die-of-it.html
http://www.nytimes.com/2017/01/17/opinion/as-the-earth-shook-they-stood-firm.html
http://www.nytimes.com/2017/01/16/opinion/ask-alexa-no-hear-this-alexa.html
http://www.nytimes.com/2017/01/11/opinion/assad-has-won-in-syria-but-syria-hardly-exists.html
http://www.nytimes.com/2017/01/14/opinion/sunday/at-home-with-barack-and-michelle.html
http://www.nytimes.com/2017/01/24/opinion/at-quang-nam-a-raid-and-a-reckoning.html
